ApplNo,ProductNo,Form,Strength,ReferenceDrug,DrugName,ActiveIngredient,ReferenceStandard,
212244,2,TABLET;ORAL,40MG,0,LURASIDONE HYDROCHLORIDE,LURASIDONE HYDROCHLORIDE,0,
212244,3,TABLET;ORAL,60MG,0,LURASIDONE HYDROCHLORIDE,LURASIDONE HYDROCHLORIDE,0,
212244,4,TABLET;ORAL,80MG,0,LURASIDONE HYDROCHLORIDE,LURASIDONE HYDROCHLORIDE,0,
212244,5,TABLET;ORAL,120MG,0,LURASIDONE HYDROCHLORIDE,LURASIDONE HYDROCHLORIDE,0,
212248,1,INJECTABLE;INJECTION,234MG/ML,0,SODIUM CHLORIDE 23.4%,SODIUM CHLORIDE,0,
212250,1,POWDER;INTRAVENOUS,500MG/VIAL,0,DAPTOMYCIN,DAPTOMYCIN,0,
212252,1,SUSPENSION;ORAL,200MG/5ML,0,ACYCLOVIR,ACYCLOVIR,0,
212253,1,TABLET;ORAL,375MG,0,CHLORZOXAZONE,CHLORZOXAZONE,0,
212253,2,TABLET;ORAL,750MG,0,CHLORZOXAZONE,CHLORZOXAZONE,0,
212254,1,TABLET;ORAL,500MG,0,CHLORZOXAZONE,CHLORZOXAZONE,0,
212256,1,SOLUTION;TOPICAL,5%,0,TAVABOROLE,TAVABOROLE,0,
212260,1,FOR SUSPENSION;ORAL,EQ 10MG BASE/ML,0,SILDENAFIL CITRATE,SILDENAFIL CITRATE,0,
212262,1,TABLET;ORAL,4MG,0,METHYLPREDNISOLONE,METHYLPREDNISOLONE,0,
212263,1,"TABLET, EXTENDED RELEASE;ORAL",400MG,0,ETODOLAC,ETODOLAC,0,
212263,2,"TABLET, EXTENDED RELEASE;ORAL",500MG,0,ETODOLAC,ETODOLAC,0,
212263,3,"TABLET, EXTENDED RELEASE;ORAL",600MG,0,ETODOLAC,ETODOLAC,0,
212264,2,TABLET;ORAL,25MG;5MG,0,EMPAGLIFLOZIN AND LINAGLIPTIN,EMPAGLIFLOZIN; LINAGLIPTIN,0,
212265,1,INJECTABLE;INTRAVENOUS,50MG/VIAL,0,DECITABINE,DECITABINE,0,
212266,1,SYRUP;ORAL,5MG/5ML,0,CHILDREN'S CETIRIZINE HYDROCHLORIDE ALLERGY,CETIRIZINE HYDROCHLORIDE,0,
212268,1,SYSTEM;TRANSDERMAL,3.8MG/24HR,1,SECUADO,ASENAPINE,1,
212268,2,SYSTEM;TRANSDERMAL,5.7MG/24HR,1,SECUADO,ASENAPINE,0,
212268,3,SYSTEM;TRANSDERMAL,7.6MG/24HR,1,SECUADO,ASENAPINE,0,
212269,1,TABLET;ORAL,1GM,1,FERRIPROX,DEFERIPRONE,1,
212273,1,TABLET;ORAL,"100MG,75MG,50MG; 150MG",1,TRIKAFTA (COPACKAGED),"ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",1,
212273,2,TABLET;ORAL,"50MG,37.5MG,25MG; 75MG",1,TRIKAFTA (COPACKAGED),"ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",0,
212277,1,"CAPSULE, EXTENDED RELEASE;ORAL",EQ 37.5MG BASE,0,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,0,
212277,2,"CAPSULE, EXTENDED RELEASE;ORAL",EQ 75MG BASE,0,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,0,
212277,3,"CAPSULE, EXTENDED RELEASE;ORAL",EQ 150MG BASE,0,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,0,
212278,1,CAPSULE;ORAL,EQ 150MG BASE,0,ATAZANAVIR SULFATE,ATAZANAVIR SULFATE,0,
212278,2,CAPSULE;ORAL,EQ 200MG BASE,0,ATAZANAVIR SULFATE,ATAZANAVIR SULFATE,0,
212278,3,CAPSULE;ORAL,EQ 300MG BASE,0,ATAZANAVIR SULFATE,ATAZANAVIR SULFATE,0,
212279,1,FOAM;INTRAUTERINE,10ML,1,EXEM FOAM KIT,AIR POLYMER-TYPE A,1,
212280,1,CAPSULE;ORAL,25MG,0,PREGABALIN,PREGABALIN,0,
212280,2,CAPSULE;ORAL,50MG,0,PREGABALIN,PREGABALIN,0,
212280,3,CAPSULE;ORAL,75MG,0,PREGABALIN,PREGABALIN,0,
212280,4,CAPSULE;ORAL,100MG,0,PREGABALIN,PREGABALIN,0,
212280,5,CAPSULE;ORAL,150MG,0,PREGABALIN,PREGABALIN,0,
212280,6,CAPSULE;ORAL,200MG,0,PREGABALIN,PREGABALIN,0,
212280,7,CAPSULE;ORAL,225MG,0,PREGABALIN,PREGABALIN,0,
212280,8,CAPSULE;ORAL,300MG,0,PREGABALIN,PREGABALIN,0,
212281,1,SOLUTION;TOPICAL,1%,0,CLOTRIMAZOLE,CLOTRIMAZOLE,0,
212284,1,"TABLET, EXTENDED RELEASE;ORAL",500MG,0,RANOLAZINE,RANOLAZINE,0,
212284,2,"TABLET, EXTENDED RELEASE;ORAL",1GM,0,RANOLAZINE,RANOLAZINE,0,
212285,1,CAPSULE;ORAL,25MG,0,CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,0,
212285,2,CAPSULE;ORAL,50MG,0,CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,0,
212285,3,CAPSULE;ORAL,75MG,0,CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,0,
212286,1,SYRUP;ORAL,10MG/5ML,0,DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE,0,
212287,1,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL;EQ 250MG BASE/VIAL,0,PIPERACILLIN AND TAZOBACTAM,PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,0,
212287,2,INJECTABLE;INJECTION,EQ 3GM BASE/VIAL;EQ 375MG BASE/VIAL,0,PIPERACILLIN AND TAZOBACTAM,PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,0,
212287,3,INJECTABLE;INJECTION,EQ 4GM BASE/VIAL;EQ 500MG BASE/VIAL,0,PIPERACILLIN AND TAZOBACTAM,PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,0,
212288,1,"TABLET, EXTENDED RELEASE;ORAL",20MG,0,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,0,
212289,1,"SPRAY, METERED;NASAL",0.137MG/SPRAY,0,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,0,
212291,1,SOLUTION/DROPS;OPHTHALMIC,EQ 0.5% BASE,0,TIMOLOL MALEATE,TIMOLOL MALEATE,0,
212295,1,POWDER;INTRAVENOUS,EQ 20MG BASE/VIAL,1,BYFAVO,REMIMAZOLAM BESYLATE,1,
212296,1,SOLUTION;SUBCUTANEOUS,20MG/2ML (10MG/ML),0,DEOXYCHOLIC ACID,DEOXYCHOLIC ACID,0,
212297,1,CAPSULE;ORAL,EQ 0.5MG BASE,0,TACROLIMUS,TACROLIMUS,0,
212297,2,CAPSULE;ORAL,EQ 1MG BASE,0,TACROLIMUS,TACROLIMUS,0,
212297,3,CAPSULE;ORAL,EQ 5MG BASE,0,TACROLIMUS,TACROLIMUS,0,
212299,1,"INJECTABLE, LIPOSOMAL;INJECTION",20MG/10ML (2MG/ML),0,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE,0,
212299,2,"INJECTABLE, LIPOSOMAL;INJECTION",50MG/25ML (2MG/ML),0,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE,0,
212300,1,INJECTABLE;INJECTION,1MG/ML,0,NALOXONE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE,0,
212301,1,"SOLUTION, METERED;TRANSDERMAL",30MG/1.5ML ACTUATION,0,TESTOSTERONE,TESTOSTERONE,0,
212303,1,TABLET; ORAL,50MG/300MG/300MG,0,"DOLUTEGRAVIR, LAMIVUDINE AND TENOFOVIR DISOPROXIL FUMARATE",DOLUTEGRAVIR; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,0,
212304,1,SYSTEM;TRANSDERMAL,5MG/DAY,1,ADLARITY,DONEPEZIL HYDROCHLORIDE,0,
212304,2,SYSTEM;TRANSDERMAL,10MG/DAY,1,ADLARITY,DONEPEZIL HYDROCHLORIDE,1,
212306,1,TABLET;ORAL,20MG,1,XPOVIO,SELINEXOR,0,
212306,2,TABLET;ORAL,40MG,1,XPOVIO,SELINEXOR,0,
212306,3,TABLET;ORAL,50MG,1,XPOVIO,SELINEXOR,0,
212306,4,TABLET;ORAL,60MG,1,XPOVIO,SELINEXOR,1,
212308,1,TABLET;ORAL,10MG,0,LEFLUNOMIDE,LEFLUNOMIDE,0,
212308,2,TABLET;ORAL,20MG,0,LEFLUNOMIDE,LEFLUNOMIDE,0,
212309,1,POWDER;INTRAVENOUS,EQ 150MG BASE/VIAL,0,FOSAPREPITANT DIMEGLUMINE,FOSAPREPITANT DIMEGLUMINE,0,
212312,1,FOR SUSPENSION;ORAL,EQ 10MG BASE/ML,0,SILDENAFIL CITRATE,SILDENAFIL CITRATE,0,
212313,1,CREAM;VAGINAL,0.01%,0,ESTRADIOL,ESTRADIOL,0,
212314,1,GAS;INHALATION,N/A,0,"OXYGEN, USP",OXYGEN,0,
212315,1,GAS;INHALATION,N/A,0,"NITROGEN, NF","NITROGEN, NF",0,
212317,1,"CAPSULE, EXTENDED RELEASE;ORAL",60MG,0,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,0,
212317,2,"CAPSULE, EXTENDED RELEASE;ORAL",90MG,0,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,0,
212317,3,"CAPSULE, EXTENDED RELEASE;ORAL",120MG,0,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,0,
212319,1,SOLUTION;INTRAMUSCULAR,EQ 2MG SULFATE/0.7ML (EQ 2MG SULFATE/0.7ML),0,ATROPINE (AUTOINJECTOR),ATROPINE,0,
212320,1,CAPSULE;ORAL,30MG IRON,1,ACCRUFER,FERRIC MALTOL,1,
212322,1,TABLET;ORAL,2.5MG,0,EMPAGLIFLOZIN,EMPAGLIFLOZIN,0,
212322,2,TABLET;ORAL,10MG,0,EMPAGLIFLOZIN,EMPAGLIFLOZIN,0,
212322,3,TABLET;ORAL,25MG,0,EMPAGLIFLOZIN,EMPAGLIFLOZIN,0,
212327,1,CAPSULE;ORAL,EQ 100MG BASE,1,INREBIC,FEDRATINIB HYDROCHLORIDE,1,
212328,1,"CAPSULE, DELAYED REL PELLETS;ORAL",EQ 20MG BASE,0,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,0,
212328,2,"CAPSULE, DELAYED REL PELLETS;ORAL",EQ 30MG BASE,0,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,0,
212328,3,"CAPSULE, DELAYED REL PELLETS;ORAL",EQ 60MG BASE,0,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,0,
212332,1,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,0,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,0,
212332,2,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,0,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,0,
212333,1,CAPSULE;ORAL,10MG,0,ISOTRETINOIN,ISOTRETINOIN,0,
212333,2,CAPSULE;ORAL,20MG,0,ISOTRETINOIN,ISOTRETINOIN,0,
212333,3,CAPSULE;ORAL,30MG,0,ISOTRETINOIN,ISOTRETINOIN,0,
212342,1,SYSTEM;TRANSDERMAL,1MG/72HR,0,SCOPOLAMINE,SCOPOLAMINE,0,
212346,1,INJECTABLE;INJECTION,5GM/100ML;75MG/100ML,0,DEXTROSE 5% AND POTASSIUM CHLORIDE 0.075%,DEXTROSE; POTASSIUM CHLORIDE,0,
212346,2,INJECTABLE;INJECTION,5GM/100ML;150MG/100ML,0,DEXTROSE 5% AND POTASSIUM CHLORIDE 0.15%,DEXTROSE; POTASSIUM CHLORIDE,0,
212347,1,INJECTABLE;INJECTION,150MG/100ML;450MG/100ML,0,POTASSIUM CHLORIDE 0.15% IN SODIUM CHLORIDE 0.45%,POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,
212347,2,INJECTABLE;INJECTION,300MG/100ML;900MG/100ML,0,POTASSIUM CHLORIDE 0.3% AND SODIUM CHLORIDE 0.9%,POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,
212347,3,INJECTABLE;INJECTION,150MG/100ML;900MG/100ML,0,POTASSIUM CHLORIDE 0.15% IN SODIUM CHLORIDE 0.9%,POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,
212348,1,INJECTABLE;INJECTION,5GM/100ML;149MG/100ML;225MG/100ML,0,POTASSIUM CHLORIDE 10MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.225% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,
212348,2,INJECTABLE;INJECTION,5GM/100ML;149MG/100ML;225MG/100ML,0,POTASSIUM CHLORIDE 20MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.225% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,
212354,1,TABLET; ORAL,10MG/5MG,0,EMPAGLIFLOZIN; LINAGLIPTIN,EMPAGLIFLOZIN; LINAGLIPTIN,0,
212354,2,TABLET;ORAL,25MG/5MG,0,EMPAGLIFLOZIN; LINAGLIPTIN,EMPAGLIFLOZIN; LINAGLIPTIN,0,
212356,1,OINTMENT;TOPICAL,0.05%,0,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,0,
212359,1,TABLET;ORAL,10MG; 5MG,0,EMPAGLIFLOZIN AND LINAGLIPTIN,EMPAGLIFLOZIN; LINAGLIPTIN,0,
212359,2,TABLET;ORAL,25MG; 5MG,0,EMPAGLIFLOZIN AND LINAGLIPTIN,EMPAGLIFLOZIN; LINAGLIPTIN,0,
212360,1,INJECTABLE;INJECTION,100MG/ML,0,TRANEXAMIC ACID,TRANEXAMIC ACID,0,
212363,1,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,0,ALLOPURINOL,ALLOPURINOL,0,
212364,1,TABLET;ORAL,10MG; 5MG,0,EMPAGLIFLOZIN; LINAGLIPTIN,EMPAGLIFLOZIN;LINAGLIPTIN,0,
212364,2,TABLET;ORAL,25MG; 5MG,0,EMPAGLIFLOZIN; LINAGLIPTIN,EMPAGLIFLOZIN;LINAGLIPTIN,0,
212365,1,TABLET;ORAL,10MG,0,EMPAGLIFLOZIN,EMPAGLIFLOZIN,0,
212365,2,TABLET;ORAL,25MG,0,EMPAGLIFLOZIN,EMPAGLIFLOZIN,0,
212367,1,SUSPENSION;TOPICAL,0.064%;0.005%,0,CALCIPOTRIENE AND BETHAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE; CALCIPOTRIENE,0,
212376,1,"CAPSULE, DELAYED RELEASE;ORAL",EQ 20MG BASE,0,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,0,
212377,1,TABLET;ORAL,5MG,0,PILOCARPINE HYDROCHLORIDE,PILOCARPINE HYDROCHLORIDE,0,
212377,2,TABLET;ORAL,7.5MG,0,PILOCARPINE HYDROCHLORIDE,PILOCARPINE HYDROCHLORIDE,0,
212378,1,TABLET;ORAL,10MG,0,BACLOFEN,BACLOFEN,0,
212378,2,TABLET;ORAL,20MG,0,BACLOFEN,BACLOFEN,0,
212378,3,TABLET;ORAL,5MG,0,BACLOFEN,BACLOFEN,0,
212379,1,"AEROSOL, FOAM;TOPICAL",EQ 4% BASE,1,AMZEEQ,MINOCYCLINE HYDROCHLORIDE,1,
212384,1,OINTMENT;TOPICAL,0.05%,0,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,0,
212390,1,CAPSULE;ORAL,2MG,0,NITISINONE,NITISINONE,0,
212390,2,CAPSULE;ORAL,5MG,0,NITISINONE,NITISINONE,0,
212390,3,CAPSULE;ORAL,10MG,0,NITISINONE,NITISINONE,0,
212396,1,INJECTABLE;INJECTION,EQ 40MG BASE/VIAL,0,METHYLPREDNISOLONE SODIUM SUCCINATE,METHYLPREDNISOLONE SODIUM SUCCINATE,0,
212396,2,INJECTABLE;INJECTION,EQ 125MG BASE/VIAL,0,METHYLPREDNISOLONE SODIUM SUCCINATE,METHYLPREDNISOLONE SODIUM SUCCINATE,0,
212396,3,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,0,METHYLPREDNISOLONE SODIUM SUCCINATE,METHYLPREDNISOLONE SODIUM SUCCINATE,0,
212396,4,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,0,METHYLPREDNISOLONE SODIUM SUCCINATE,METHYLPREDNISOLONE SODIUM SUCCINATE,0,
212396,5,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,0,METHYLPREDNISOLONE SODIUM SUCCINATE,METHYLPREDNISOLONE SODIUM SUCCINATE,0,
212398,1,TABLET;ORAL,10MG,0,CLOBAZAM,CLOBAZAM,0,
212398,2,TABLET;ORAL,20MG,0,CLOBAZAM,CLOBAZAM,0,
212399,1,TABLET;ORAL,"0.025MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",0,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,0,
212399,2,TABLET;ORAL,"0.05MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",0,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,0,
212399,3,TABLET;ORAL,"0.075MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",0,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,0,
212399,4,TABLET;ORAL,"0.088MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",0,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,0,
212399,5,TABLET;ORAL,"0.1MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",0,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,0,
212399,6,TABLET;ORAL,"0.112MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",0,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,0,
212399,7,TABLET;ORAL,"0.125MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",0,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,0,
212399,8,TABLET;ORAL,"0.137MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",0,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,0,
212399,9,TABLET;ORAL,"0.15MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",0,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,0,
212399,10,TABLET;ORAL,"0.175MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",0,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,0,
212399,11,TABLET;ORAL,"0.2MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",0,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,0,
212399,12,TABLET;ORAL,"0.3MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",0,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,0,
212400,1,INJECTABLE;INJECTION,40MG/ML,0,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,0,
212405,1,SYRUP;ORAL,60MG/5ML,0,PYRIDOSTIGMINE BROMIDE,PYRIDOSTIGMINE BROMIDE,0,
212407,1,TABLET;ORAL,100MG,0,AMANTADINE HYDROCHLORIDE,AMANTADINE HYDROCHLORIDE,0,
212408,1,SOLUTION;ORAL,1MG/ML,0,ENALAPRIL MALEATE,ENALAPRIL MALEATE,0,
212410,1,CAPSULE;ORAL,0.125MG,0,DOFETILIDE,DOFETILIDE,0,
212410,2,CAPSULE;ORAL,0.25MG,0,DOFETILIDE,DOFETILIDE,0,
212410,3,CAPSULE;ORAL,0.5MG,0,DOFETILIDE,DOFETILIDE,0,
212411,1,"TABLET, DELAYED RELEASE;ORAL",100MG,0,POSACONAZOLE,POSACONAZOLE,0,
212416,1,INJECTABLE;INJECTION,200 IU/ML,0,CALCITONIN-SALMON,CALCITONIN SALMON,0,
212417,1,TABLET;ORAL,25MG,0,ETHACRYNIC ACID,ETHACRYNIC ACID,0,
212418,1,TABLET;ORAL,300MG;15MG,0,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE,0,
212418,2,TABLET;ORAL,300MG;30MG,0,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE,0,
212418,3,TABLET;ORAL,300MG;60MG,0,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE,0,
212421,1,TABLET;ORAL,10MG,0,EMPAGLIFLOZIN,EMPAGLIFLOZIN,0,
212421,2,TABLET;ORAL,25MG,0,EMPAGLIFLOZIN,EMPAGLIFLOZIN,0,
212423,1,SYRUP;ORAL,2MG/5ML,0,CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE HYDROCHLORIDE,0,
212424,1,INJECTABLE;INJECTION,1MG/0.5ML,0,PHYTONADIONE,PHYTONADIONE,1,
212424,2,INJECTABLE;INJECTION,10MG/ML,0,PHYTONADIONE,PHYTONADIONE,1,
212428,1,SUSPENSION;ORAL,300MG/5ML,0,OXCARBAZEPINE,OXCARBAZEPINE,0,
212429,1,SOLUTION;ORAL,5MG/5ML,0,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE,0,
212429,2,SOLUTION;ORAL,100MG/5ML,0,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE,0,
212432,1,INJECTABLE;INJECTION,EQ 2MG BASE/ML,0,CISATRACURIUM BESYLATE,CISATRACURIUM BESYLATE,0,
212432,2,INJECTABLE;INJECTION,EQ 10MG BASE/ML,0,CISATRACURIUM BESYLATE,CISATRACURIUM BESYLATE,0,
212433,1,GEL;TOPICAL,5%;1.2%,0,CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDE,BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE,0,
212434,1,TABLET;ORAL,1MG,0,ANASTROZOLE,ANASTROZOLE,0,
212435,1,INJECTABLE;INJECTION,500MG/100ML,0,METRONIDAZOLE IN PLASTIC CONTAINER,METRONIDAZOLE,0,
212436,1,TABLET;ORAL,75MG,1,IBRANCE,PALBOCICLIB,0,
212436,2,TABLET;ORAL,100MG,1,IBRANCE,PALBOCICLIB,0,
212436,3,TABLET;ORAL,125MG,1,IBRANCE,PALBOCICLIB,1,
212438,1,GEL;TOPICAL,EQ 1% BASE,0,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,0,
212440,1,FOR SUSPENSION;ORAL,EQ 10MG BASE/ML,0,SILDENAFIL CITRATE,SILDENAFIL CITRATE,0,
212441,1,INJECTABLE;INJECTION,200 UNITS/100ML,0,"HEPARIN SODIUM 1,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",HEPARIN SODIUM,0,
212441,2,INJECTABLE;INJECTION,200 UNITS/100ML,0,"HEPARIN SODIUM 2,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",HEPARIN SODIUM,0,
212443,1,CREAM;TOPICAL,2%,0,KETOCONAZOLE,KETOCONAZOLE,0,
212444,1,OINTMENT;TOPICAL,5%,0,ACYCLOVIR,ACYCLOVIR,0,
212446,1,INJECTABLE;SUBCUTANEOUS,EQ 30MG BASE/3ML (EQ 10MG BASE/ML),0,ICATIBANT ACETATE,ICATIBANT ACETATE,0,
212450,1,SUSPENSION/DROPS;OPHTHALMIC,0.50%,0,LOTEPREDNOL ETABONATE,LOTEPREDNOL ETABONATE,0,
212451,1,TABLET;ORAL,15MG,0,MORPHINE SULFATE,MORPHINE SULFATE,0,
212451,2,TABLET;ORAL,30MG,0,MORPHINE SULFATE,MORPHINE SULFATE,0,
212452,1,CAPSULE;ORAL,300MG,0,URSODIOL,URSODIOL,0,
212453,1,TABLET;ORAL,10MG,0,LEFLUNOMIDE,LEFLUNOMIDE,0,
212453,2,TABLET;ORAL,20MG,0,LEFLUNOMIDE,LEFLUNOMIDE,0,
212455,1,INJECTABLE;INJECTION,0.4MG/ML,0,NALOXONE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE,0,
212456,1,INJECTABLE;INJECTION,0.4MG/ML,0,NALOXONE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE,0,
212458,1,"SPRAY, METERED;NASAL",0.5MG/SPRAY,0,CYANOCOBALAMIN,CYANOCOBALAMIN,0,
212460,1,OINTMENT;TOPICAL,0.05%,0,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,0,
212461,1,SOLUTION;INTRAVENOUS,1MG/10ML (0.1MG/ML),0,ATROPINE SULFATE,ATROPINE SULFATE,0,
212462,1,TABLET;ORAL,250MG,0,ABIRATERONE ACETATE,ABIRATERONE ACETATE,0,
212462,2,TABLET;ORAL,500MG,0,ABIRATERONE ACETATE,ABIRATERONE ACETATE,0,
212463,1,CAPSULE;ORAL,EQ 84MG BASE,0,ELIGLUSTAT TARTRATE,ELIGLUSTAT TARTRATE,0,
212464,1,GEL;TOPICAL,0.3%;2.5%,0,ADAPALENE AND BENZOYL PEROXIDE,ADAPALENE; BENZOYL PEROXIDE,0,
212467,1,SOLUTION;ORAL,1MG/5ML,0,GLYCOPYRROLATE,GLYCOPYRROLATE,0,
212469,1,SPRAY;NASAL,2.5MG/SPRAY,0,ZOLMITRIPTAN,ZOLMITRIPTAN,0,
212469,2,SPRAY;NASAL,5MG/SPRAY,0,ZOLMITRIPTAN,ZOLMITRIPTAN,0,
212472,1,"TABLET, EXTENDED RELEASE;ORAL",20MG;20MG,0,DOXYLAMINE SUCCINATE AND PYRIDOXINE HYDROCHLORIDE,DOXYLAMINE SUCCINATE; PYRIDOXINE HYDROCHLORIDE,0,
212473,1,OINTMENT;TOPICAL,0.05%,0,DESONIDE,DESONIDE,0,
212474,1,CAPSULE;ORAL,EQ 84MG BASE,0,ELIGLUSTAT TARTRATE,ELIGLUSTAT TARTRATE,0,
212475,1,TABLET;ORAL,10MG,0,ZAFIRLUKAST,ZAFIRLUKAST,0,
212475,2,TABLET;ORAL,20MG,0,ZAFIRLUKAST,ZAFIRLUKAST,0,
212477,1,PELLETS;ORAL,33.75MG;150MG/PACKET,1,HARVONI,LEDIPASVIR; SOFOSBUVIR,0,
212477,2,PELLETS;ORAL,45MG;200MG/PACKET,1,HARVONI,LEDIPASVIR; SOFOSBUVIR,1,
212480,1,PELLETS;ORAL,150MG/PACKET,1,SOVALDI,SOFOSBUVIR,0,
212480,2,PELLETS;ORAL,200MG/PACKET,1,SOVALDI,SOFOSBUVIR,1,
212482,1,CREAM;TOPICAL,2.5%;2.5%,0,LIDOCAINE AND PRILOCAINE,LIDOCAINE; PRILOCAINE,0,
212483,1,INJECTABLE;INJECTION,2.4GM/100ML,0,FOSCARNET SODIUM,FOSCARNET SODIUM,0,
